Trade Date,CZ,HU,PL
2020-01-31,705.91,1491.67,773.37
2020-02-29,695.455,1516.8035,761.994
2020-03-31,529.1186363636363,1167.9468181818183,566.4318181818181
2020-04-30,492.0177272727274,1001.2695454545454,563.3695454545455
2020-05-31,499.03761904761916,1089.3219047619048,581.8423809523808
2020-06-30,564.2299999999999,1230.31,670.1377272727274
2020-07-31,560.0517391304347,1180.3678260869565,685.2543478260869
2020-08-31,572.6447619047618,1224.5128571428572,725.4280952380951
2020-09-30,536.264090909091,1110.4222727272727,676.6922727272729
2020-10-31,519.0818181818181,1089.5436363636366,629.2936363636362
2020-11-30,588.7033333333333,1257.3966666666668,683.75
2020-12-31,654.3908695652175,1422.7899999999997,773.7773913043477
2021-01-31,713.2961904761904,1523.1590476190477,792.0466666666669
2021-02-28,723.6850000000002,1516.7385,788.4205
2021-03-31,717.99,1462.4452173913044,764.3721739130435
2021-04-30,750.9831818181818,1469.0904545454543,795.4795454545452
2021-05-31,802.1957142857143,1620.1571428571426,870.0838095238095
2021-06-30,836.4736363636365,1743.6040909090902,917.6222727272728
2021-07-31,795.8094736842106,1638.5405263157895,873.4857894736842
